Habituality,Concordance
0,"n um- and then you know they tried- they tried to be civilized people again, cause they didn't want- t"
0,"band soon. And [um,] [Mm.] you know, if you wanna be in it, she said you have to go downtown with one"
0,"erson to be- feet that bes in the circle, they'll be it. So they go hide they face and c- count to hun"
0,"first of all, this year she like her children to be neat, and keep your shirts in your pants and - an"
0,mean- Well like right now or like when you get to be thirteen. When I get a s- in the seventh grade or
0,"they feet [out], [Mm-hm.] and the last person to be- feet that bes in the circle, they'll be it. So th"
0,"dies stuff. That's good. How long does it take to be one of those? [Do you know?] [Mm.] Mm, no. Um, I"
0,"r anything? No. Oh that's nice. What do you wanna be when you get out of school, /RD-NAME-2/? Have you"
0,"dy, too. You know, it- it b- It about- It's about be- It's about this witch that married this mortal, a"
0,e or [something.] [Yeah.] You probably won't even be going with [your boyfriend by that time.] [Yup. ]
0,u start the game? How do you find out who's gonna be it? Do you use any rhymes? What kinds? L- Like fo
0,"s broke. [You know], just pick with it, [Uh-huh.] be curious to see if it's gonna break. I pressed it"
0,"t me. So then he said- he said, well you be- I'll be back. Well you be out here at eight thirty. [Uh-h"
0,"out? Yeah, it hurt. I couldn't say nothing, /I'll be/ bubbling. [Is] that right? [] Felt all bad and we"
0,hing to hurt his feelings. Uh-huh. So I said I'll be thankful for what I got. So then I looked in the
0,"you for nothing. Hm. And she get mad cause if it be a lot of children in the hall, she ask us do we k"
0,"[] What do you want to do when you finish school? Be a airline stewardess. Is that right? Yep. Well, y"
0,"2/ upstairs, and um, the little one upstairs. She be with us all the time. Is that right? /RD-NAME-2/,"
0,atients and give them shots. Uh-huh. Think that'd be kind of fun? Mm-mm. The children be screaming and
0,"That's funny, huh? Yeah, she's so little, and to be eleven! Yeah, is there uh- Are her parents real l"
0,"She wasn't fit- Well you know, she wasn't fit to be a teacher. She was soft on children. She wasn't h"
0,ave a- Good. /Um/- Any other things you'd like to be? A nurse. Is that- what's a nurse do? Some- Some a
0,"ouldn't handle the class. She just wasn't made to be- She wasn't fit- Well you know, she wasn't fit to"
0,"l on my friends. Uh-huh. Uh, that's a good way to be. You get in trouble with your friends that way. Th"
0,r boyfriend by that time.] [Yup. ] Think you will be? I don't know. I hope so. That's good. And Christm
0,"other want me. So then he said- he said, well you be- I'll be back. Well you be out here at eight thirt"
0,"aid- he said, well you be- I'll be back. Well you be out here at eight thirty. [Uh-huh.] [I mean] eigh"
0,u ever in a situation where you thought you might be killed or die? No. Okay. Sometimes people say wha
0,"o a particular thing. Oh. Um, what do you want to be when you finish school? A nurse. A nurse. Mm. Um,"
0,I wouldn't be able to say that because i- you can be home doing something and you can really burn your
0,"e you thought this was it, that you were going to be killed. You were going to die. It was all over. Y"
0,"rious sort of a question, but it wouldn't have to be. Were you ever in a situation where you thought th"
0,"s] good. Was there ever a way to pick a person to be it for say, tag or Hide and Go Seek, with a rhyme"
0,"you know. When you're young, you want someone to be kind to you and give you- and in high school, it"
0,"ure/, she was standing on um, she was supposed to be /going home/, and um, so she thought she was bett"
0,"in that already.] [] Uh, how long does it take to be a social worker? I don't know. I think six years."
0,. She wanted to be just real- Jean. She wanted to be a move star. She- she kept working her figure and
0,those details.] [/inaudible/] Jean. She wanted to be just real- Jean. She wanted to be a move star. Sh
0,what you wanna be when you finish school? I wanna be a social worker. Do you know what a social worker
0,"people/.] Uh, do you have any idea what you wanna be when you finish school? I wanna be a social worke"
0,yourself. Ah! Well you know sometimes I wouldn't be able to say that because i- you can be home doing
0,fam- the house that my family live in with- That be my mother and grandmother and sister and brothers
0,"igh spend anything, you know, all that money, and be a [/highest bidder/], you know. [Mm-hm.] Mm-hm. S"
0,d and throw it to base you running to and you can be out. Uh-huh. Good. do you watch TV? Yeah. /Uh-huh
0,"Sam need or Mm-hm. you know, something that can't be, you know- It's took, and it had to be stolen. Mm-"
0,oot for when you get of school? What you're gonna be or what you'd like to be? I'm planning on when I
0,"y moe Mm-hm. until the last person, and then he'd be it. Mm-hm. And give everybody a chance to get awa"
0,"people in- you know that- that's right- you know, be right. I don't like to see nobody punished for no"
0,u ever in a situation where you thought you might be killed or might die? I- I don't- I don't know. I
0,"ilor it for me. Best shoes, best slacks. Probably be the best dressed man, you know, in the- Sure, you"
0,"r to hang with us, you had to be just as [rough.] [Be that] rough. And you had to do everything we did"
0,ol. Do anything but that. Don't go to law school. Be a doctor. Why? He said it's too long and too hard
0,"catch somebody and give it to them. Then they'll be it, and you have to- Then they have to catch you"
0,"playing all the time, you know. I want one day to be a pool shark. Where you keep it? I- I keep it in"
0,"r. You know, in order to hang with us, you had to be just as [rough.] [Be that] rough. And you had to"
0,"that can't be, you know- It's took, and it had to be stolen. Mm-hm. Mm. Sounds interesting. Um, have y"
0,"chool? What you're gonna be or what you'd like to be? I'm planning on when I get out of twelfth grade,"
0,"se. Mm-hm. How did you decide the first person to be it? You would- You know, e- eenie meenie miney mo"
0,"her you ever had? Can you remember who that would be? Mm, let me see. That's my Civics teacher. Mm-hm."
0,"on, I mean, but I think, just about anything can be avoided. I mean, if you take the necessary uh ste"
0,ing set it up to make it look as if he were gonna be killed. And then they um printed it in all the ne
0,ice a week and- because- I don't- my cousin- he'd be about the only one that ever take me so whenever
0,"ang around with everybody [else I guess.] [Mm-hm. Be like everybody else, you know. Do the same things"
0,u ever in a situation where you thought you might be killed or you might die? /Ch- you were/ about the
0,"ollered at you or anything. Mm-hm. How would they be hard on you? Homework. [] [] They give you a, say"
0,". What other things would a teacher have to do to be [/inaudible/.] [/Know/.] Besides preparation, I t"
0,"n we had to go in. Mm-hm. How- how did you get to be a Patrol Boy? Well, when I was in the fourth grad"
0,"as to understand the students and, well he has to be willing to help them when they need help and coop"
0,"at person would be out, and they wouldn't have to be it. [Mm-hm.] [And] then the last one out would be"
0,"k dentistry, but I don't think I'd really like to be a dentist. Mm. Too much college for that. I think"
0,say that's an uh- main ingredient for a person to be a good teacher? [What] goes into a [good teacher?
0,"' next time. How did you pick the first person to be blindfolded when you started out? Yeah well, I do"
0,udents are different and all the teachers seem to be more concerned with the students and. Huh. What w
0,"sick or something and she was uh, s- supposed to be his wife, but sh- of course, she really wasn't. A"
0,"ur favorite? /If you have a favorite/. It used to be Math and Science, but seeing it's getting harder"
0,"nts [and things] like that. And he didn't want to be bothered with [that, so] [] [] he didn't take tha"
0,"nt about my Biology teacher I think. He wanted to be a teacher doing something else, and he said the o"
0,"orce at the time. And they asked uh who wanted to be a Patrol Boy, and you just sign up on a sheet. An"
0,"we were little. Mm-hm. I remember- you know, we'd be- we'd get toys and things and you know, we'd tell"
0,"be it. [Mm-hm.] [And] then the last one out would be it. Mm-hm. Did you ever use Engine, Engine? No si"
0,"ing that you'd say and, Mm-hm. last one out would be 'it'. Hm, do you remember any of those things tha"
0,"tree, and he fell out. And then that person would be out, and they wouldn't have to be it. [Mm-hm.] [A"
0,"ybody put their feet in a circle and, there would be a little like a poem, not a poem, but something t"
0,"em that because right below the mouth there would be a big pouch, and they would just blow up and /I/"
0,"about there were mostly Negroes, but there would be about two or three white children and then the re"
0,"hey just choose up sides, and usually there would be some bigger ones there. Mm-hm. Did any of them sp"
0,us test and half of the questions on there would be things th- he had never taught us. Hm. But becaus
0,"Well the first person that you caught, they would be 'it' next time. How did you pick the first person"
0,"arted out? Yeah well, I don't know. One way would be everybody put their feet in a circle and, there w"
0,"u know. How about Christmas? Christmas? Everybody be happy and celebrate, drink, you know. And go out"
0,"But yeah, he would have to prove to us that he'd be alright with us. See, because you know, we don't"
0,"o somebody, doing something not what I was sposta be doing. Was it fair? Well, well yeah, it was, you"
0,"ow, for doing wrong things like when I was sposta be doing my work I be talking to girls or talking to"
0,"he alley. Was a whole bunch of kids all the time, be after school you know, we play. And most time we"
0,"do you [/inaudible/?] [Well I like to] I like to be like my father, you know. My father he's a brick"
0,"in, what would you wanna be? Oh. Well I'd like to [be the s-] [/unintelligible/] or what do you- you do"
0,"everything he says and things, you know, seems to be okay, and everybody agrees with him. Is he bigger"
0,it all over. What do you wanna- what do you wanna be anyway? [] [Oh.] What do you [/inaudible/?] [Well
0,"d I'd go back to school. Uh, what would you wanna be? I didn't ask that right. If you wa- if you had to"
0,"had to do it all over again, what would you wanna be? Oh. Well I'd like to [be the s-] [/unintelligible"
0,ime job?] [Find something.] Full time yeah. Would be good. What did you used to do when you were in sc
0,"you do different? Well, I wouldn't uh- I wouldn't be messing around on the street, and I'd go back to"
0,"you play uh, tag? How'd you decide who was gonna be 'it'? Well we put our feet in center of a circle"
0,"fell out, and the last one to get out, well he'd be the one 'it' until they tag someone. Uh-huh. Any"
0,"e in twelvth grade? Is that [right?] [Yeah.] I'll be graduating this year, and uh, I hope to be workin"
0,"iling in math, you know, Mm-hm. so I know he must be kind of hard on 'em. Do most of the guys here tak"
0,at would you do in the Post Office or? I probably be a mail carrier. Uh-huh. How about if somebody cam
0,"] I'll be graduating this year, and uh, I hope to be working this summer. Mm-hm. How about uh, special"
0,"him that's you know, [kind of-] [Well he] try to be hard. You know, he a math teacher named Mr. /RD-N"
0,e a math teacher named Mr. /RD-NAME-1/. He try to be hard on you. You know? Mm-hm. Because I know a fe
0,"now. See she was kind of old, and um, she used to be kind of old timey. But what she was saying was tr"
0,"Well, he- When I used to be with him, he used to be more of a leader, but now you know, since I grown"
0,"ould say he's more- Now- Well, he- When I used to be with him, he used to be more of a leader, but now"
0,"ng with some other fellas, well, I guess he won't be with the group. I mean is there anything that you"
0,How about this summer? What do you- What will you be doing this summer? Will you be working then? You'
0,you- What will you be doing this summer? Will you be working then? You're in twelvth grade? Is that [r
0,of 'em cause I was a drastic kid I used to always be into something. even at school. Mm-hm. /inaudible
0,at's right it helps you /??/ and I used to always be swinging I used to give uh you know we had these
0,"e you know would you know daze be in a daze or b- be day dreaming you /knows/ you know, as some kids d"
0,nted to get into this you know everybody would b- be running around the block and it was a lot of shov
0,stop and if someone you know would you know daze be in a daze or b- be day dreaming you /knows/ you k
0,e you know getting punched you know there's gonna be some times when uh I'm- I'm getting older you kno
0,uh I'm- I'm getting older you know there's gonna be some times when I'm gonna wanna have somebody I c
0,ve to fight these guys you know and like he might be called you know any time we come around we give y
0,t We used to go all uptown but I knew I- I had to be home at a certain time so I would use a phony exc
0,er Two Boys Club we used to box Mm-hm. you had to be rough down there Mm-hm. to get- to get- you know
0,. to get- to get- you know to get over you had to be rough you know. Mm-hm. Where the O- was it the O
0,t Ma? K Street Market you know where that used to be? On K Street it was the big market where the museu
0,"except the teacher, and we- you know she used to be writing things on the board you know such as arit"
0,he was on the our side you know. If he wanted to be initiated he had to go through the same process a
0,"ball at him Mm-hm. and if it touched him he would be out. But if it didn't he was safe, as long as he"
0,"e didn't get back to the same base, then he would be out because we would just throw the ball at him M"
0,"nd the last one out would be it. And it, he would be the candidate, for you know, covering his face, h"
0,"if the other guy would touch first then he would be uh, well say free. Mm-hm. But if the person who w"
0,if by any chance I receive a degree then I would be qualified for a systems analyst. Were you accepte
0,"as this sort of thing. and the last one out would be it. And it, he would be the candidate, for you kn"
0,"m. to kick first. Anyway, the opposing team would be in the field, while the other team would be um, r"
0,"would be in the field, while the other team would be um, ready to kick, Mm-hm. you know. And you form"
0,"ould try to make it back to the base, which would be the lamp post, a tree, or what have you, before t"
0,"d win, you know they would say who was- who would be on the field and who would be up at uh you know,"
0,"who was- who would be on the field and who would be up at uh you know, Mm-hm. to kick first. Anyway,"
0,"and she'd tell 'em about what she dreamed about. be careful, um- /unintelligible/ a couple days later"
0,/Think I'd be worried about it running out?/ I'd be clean you know. Yeah yeah. Ooh I would be matched
0,s a tack. All the money I wanted? Huh. /Think I'd be worried about it running out?/ I'd be clean you k
0,"mean wardrobe, you know wardrobe? Mm-hm. Ah it'd be mean you know. What would go into it? My wardrobe"
0,t I don't know I think the newspaper m- men might be just waiting for me to come out [] [snap my pictu
0,"per, come on dog. Come on. /inaudible/ This might be a depressing /inaudible/. Come here /??/. Hey wou"
0,ible/. Come here /??/. Hey would you tell them to be quiet please? Were you ever in a situation where
0,". Cause people are sick you know still they wanna be friendly you know. Cause they get well, and they"
0,t in the hospital man and you a kid and you wanna be with the rest of the kids you and you /getting re
0,talk about it I hate to talk about it Ooh I would be all different colors different kinds of shoes you
0,t?/ I'd be clean you know. Yeah yeah. Ooh I would be matched up so pretty every day that I don't know
0,"he car, you know, I really thought that was gonna be it. Uh-huh. Didn't you cut your head up when you"
0,"t uh, uh- They thought that there were- was gonna be ten thousand dollars in a safe out there, but uh,"
0,".] Uh-huh. Is there anyway you decide who's gonna be it when you begin the game? Uh, usually just uh,"
0,"], [Uh-huh.] I guess uh, he'd just m- would maybe be seen around or might- he might s- strike up a cas"
0,twenty two. Maybe one to two of my friends might be a couple years older than that. Uh-huh. Is there
0,civilization because they- they thought he might be [surpass] the apes. [Yeah.] Hm. Very [good.] [It
0,"uh, when it was sort of uh- He was uh, s- sposta be uh, some- more or less psychologically bent towar"
0,"-hm.] What was that about? [That was supposed] to be pretty good [Uh-] Yeah, that was about uh, this k"
0,"ou remember any of those? Well it was supposed to be that uh, uh- They thought that there were- was go"
0,"It was Charlton Heston and uh, it was supposed to be w- where uh, they were in a space ship and they u"
0,"m-hm. and he would ride past the o- other fella'd be following the horse, and they would ride off. And"
0,"u have any you way you could decide who was gonna be it to begin the game? Mm, none that I can recall"
0,"any rhymes you ever used to decide who was gonna be it? Like when I was young we used to use, one pot"
0,"een was, what would you say it was? Well um, it'd be a close thing between The Good, Bad and Ugly and"
0,"nd he would] [Mm-hm.] take me home, and you know, be- go back and work on school plays and stuff like t"
0,"as coming in at. Mm-hm. But all I knew- It had to be coming in- Well I couldn't say. Because it- Yeah,"
0,"rstanding things a little bit more, you would uh, be able to appreciate it more. Therefore, you would"
0,"now what I mean? Because if you didn't just wanna be a j- simple draftsman, you know what I mean? You"
0,"uh, [/??/] of uh, The Good, Bad and Ugly, it was- be bad. But the character they had in there, I guess"
0,ent people. And this is uh- So when I- So I won't be one sided because a lot of people in America are
0,"by the time- Let's say about five years, I would be established in so many fields, and I would- Mm-hm"
0,t would everybody else have? So then I w- I would be just l- It would not f- it would /be/ too much I
0,t would you do with it? [Well] [If you-] it would be hard to say. First I would n- Depends on how much
0,"one, so what it be worth- you know. Then it would be something else wouldn't it? That's one way to put"
0,I w- I would be just l- It would not f- it would /be/ too much I could do because nobody else would hav
0,"And um, so if they were gonna attack, they would be in the bushes and most likely as dark as it was,"
0,"and most likely as dark as it was, they wouldn't be able to see 'em. And I went back to the gun, and"
0,orst part of it was you- you were homeless- You'd be lonely. Mm-hm. You know what I mean? And you coul
0,"l say. Hm. And then it shows how someone that can be so bold also. Mm-hm. You know, by bringing the bo"
0,"o be too close to her. If anything happen you can be blame, whether you was around when it happened or"
0,so and so pro- come on- program come on? It could be something I watch. I really couldn't tell 'em bec
0,iction at all because that's something that could be true. You know it shows that a relationship betwe
0,"n get out there, supposed to [stay] [/inaudible/] be able to stand his ground you know? And I think wh"
0,"think r- really amazes me, you know, and could it be true. Yeah. Cause really nowadays you can't say n"
0,at makes a teacher good? Or another teacher might be poor? Well one of things is the personality of th
0,u ever in a situation where you thought you might be killed or die? Um let me see if I can remember. Y
0,"you couldn't stand, she would be it? Yeah, she'd be the only one because all my other teachers I got"
0,"eighteen, if he's not going to college, he should be on his own Right. Right, I agree. because um he n"
0,"just seemed like ordinary days to me. Would there be any decorations? Well yeah, we always decorated a"
0,". That's true. Because so called friends, they'll be around while you got it, but when it's gone, that"
0,"h her now Mm yeah. because uh, she was getting to be a little too vicious Mm. towards everyone, you kn"
0,"to dance, and then I had a certain hour I had to be in the house, about eight o'clock in the evening."
0,ht thing you know? But some of 'em really have to be cruel towards some of the students cause some of
0,"fe over again, I could change something. It is to be- not to be as poor as I was. You know? And try to"
0,"in, I could change something. It is to be- not to be as poor as I was. You know? And try to contici- /"
0,irl's at a certain age it's wise for a man not to be too close to her. If anything happen you can be b
0,"h some of the white men, I have found this out to be true, will take more of advantage of you than a N"
0,u safe. Mm-hm. How'd you pick the first person to be it? When you first start out playing? Well what w
0,"life. Because my life was pretty easy really. To be honest with you, because my father and mother rea"
0,"ove him, and he really love her, and they seem to be very close just from mail, Mm-hm. you know? And I"
0,"usin and I, doing something we wasn't supposed to be doing, like playing baseball inside the house. Yo"
0,"f a ball. It was nice. And when I was supposed to be in bed at that time of night, I was out, having m"
0,"when, what time of the day? Oh, I was supposed to be there at four o'clock, but was no way, excuse me,"
0,", when they do take advantage of you, they try to be nice about it. You [know?] [/I don't know/ if tha"
0,"n they come to school, if you go ahead and try to be nice to that child and try to help that child the"
0,", or someone else's little kids because I used to be a sucker. Excuse the [expression!] [] But I enjoy"
0,"slower than I did at first. What did you want to be when you g- yeah, what did you want to be when yo"
0,"want to be when you g- yeah, what did you want to be when you finished school, when you were back at s"
0,"al] you were shooting for? Yes I did. I wanted to be a doctor. You know? But uh really a veterinarian,"
0,"ly a veterinarian, that's what I really wanted to be. I really had my heart set on it. Yeah, your inter"
0,m-hm. you know if you think dirty everything will be dirty to you. But if you think there's some moral
0,"me, then I hold that against you. Mm-hm. I won't be angry towards you, I'll continue to speak to you,"
0,"up, show him some of the ways that a person would be mean to him because a dog know they master not go"
0,"ever had a teacher you couldn't stand, she would be it? Yeah, she'd be the only one because all my ot"
0,"there anything that you would change? That you'd /be willing/ to do different? Well, if I could live m"
0,"an athlete, so I always admire somebody that can be good at sports. Uh what uh, do you watch televisi"
0,"anyone, you know, you might t- he say, everybody be quiet, you know, and do your work- work. But he m"
0,"at was pretty rough. I mean cause you- uh, it may be unconscious. You may be concentrating on somethin"
0,"ean cause you- uh, it may be unconscious. You may be concentrating on something, maybe, might even- I"
0,"u ever in a situation where you thought you might be killed or might die? Dangerous spot, tight spot o"
0,d if you could hit pretty hard [] you would never be it. [] [] [] No kidding. How [did you] [And] um p
0,"take] a few things, you know, but [Only-] /Rather be/- I took a uh took Electricity for, and so when I g"
0,"ether and- and choose sides and then h- the- some be the good guys and the bad guys, you kn- Mm-hm. th"
0,"bunch of us would get together, and then somebody be- would be it. Everybody'd run, if- the one who got"
0,"u know family, Mm-hm. and that would be a- that'd be a whole Christmas holiday thing with the family I"
0,"and I didn't you know, I felt- I felt ashamed to be around them, so finally I just drifted off from '"
0,g basketball. You look like you're tall enough to be a good center. Well I wasn't the tallest one. I c
0,"war, you know. And they thought they was going to be taken prisoners as spies because they had- they h"
0,"did. I- when I moved into it, I just happened to be sitting on the porch and this one boy, he was uh"
0,. How [did you] [And] um pick the first person to be it? For [/starters/.] [Oh.] Sometime we'd flip a
0,"le/ uh so uh at- at first, I- you know, I used to be with the fellas in- in the school, you know, with"
0,"-huh. I think that changes you. You don't want to be, you know, into that. I know- I know right now I'm"
0,"Oh,] uh-huh. Or then, yeah, the few who wanted to be it []- [Oh yeah?] So they could slug the others?"
0,"school? Did you have any idea what you wanted to be? Mm, well, no, I m- not- not professionally, you k"
0,"I could beat him most of the time. You know, we'd be playing uh you know, playing, wrestling and every"
0,"s would get together, and then somebody be- would be it. Everybody'd run, if- the one who got caught w"
0,"his one sh- they would get in there, and he would be concentrating on something and take his fingernai"
0,"we'd visit you know family, Mm-hm. and that would be a- that'd be a whole Christmas holiday thing with"
0,"t did he have to do? Well, he had to um, come and be initiated, and if he couldn't uh, stand up to ini"
0,"m-hm. I'm sure that's true. Uh, what if you could be dictator of this country? Uh, what would you do a"
0,"decide to go there hisself because he knows gonna be something stolen, and he wanted in- wanted be- wa"
0,"ver again, and if I was from the ghetto, I'd just be from the ghetto. Because I had more fun in the gh"
0,"hought about this thing you know. Mm-hm. Why just be uh, at one place, and we can't move in other part"
0,"we would be walking down the street, and one kid be uh- have a piece of candy or something, you know."
0,u ever in a situation where you thought you might be killed? That you might die or something? Yeah. Ye
0,ow. Not no Cadillac. But a automobile. And that'd be about all I want. Mm-hm. What if there was more l
0,"more of the Elks with you or?/] Yeah, huh? That's be when- before we went in- and if a kid wanted to g"
0,"catch rats, [yeah.] [] He catch rats. Mm. They'll be as large as he is, you know. Mm-hm. I take him by"
0,"a little too old fashion. He wanted everything to be like um, it was when he was a kid. Even though, I"
0,"mething of [this nature], but [Mm-hm.] you had to be strong in order to survive in those places. Like"
0,"and the last one that get there, he's the one to be it. Mm-hm. Good. Did you ever use any rhymes for"
0,"at he was doing there cause they were supposed to be going to see uh, I think it was something like a"
0,"when he count to a hundred, everybody supposed to be gone and [when they come] back [Mm-hm.] you know,"
0,"from. Good. Uh, how about the first kid that- to be it? How did you pick him? Well, usually the ones"
0,"lunch the other day? He said, what you trying to be smart or something with me, boy? [] [You know?] T"
0,"two, they went out and they decided they want to be different. So uh, they went to um, the wine cella"
0,"rhood. It was a ghetto. I mean don't nobody wanna be from the ghetto, nobody. Mm-hm. But I mean, if I"
0,"could uh, do it over again, what would you wanna be? Would you change anything in your past life? Woul"
0,"nna be something stolen, and he wanted in- wanted be- want a piece of the pie. Mm-hm. So uh, he got the"
0,e other parts of the section of the city? Then we be able to travel everywhere we want to go. Say [tru
0,"er/, girls and boys, you know, and like, we would be walking down the street, and one kid be uh- have"
0,"war leaders and things like that. And it wouldn't be, you know, a thing like um- Let me say for instanc"
0,"[Mm.] [You] may have about ten or twelve of y'all be out there fighting, you know? Best you could get"
0,"e.] [] Yeah. How'd that go? Uh, well like uh, you be- Well it- You could- This a type of game that you"
0,minutes before she come in the room and everybody be in the room in an uproar. You know how you [first
0,", yeah. Well n- n- just like playing um who gonna be first up at bat, you know. Uh-huh. They take a st"
0,"Well uh uh, just come on in, you know, be a good- be a good uh maybe baseball player or basketball pla"
0,ht on in. What if a kid wasn't athletic? Would he be out? Or would he still have a chance to hang with
0,"as dinner? Oh yeah but uh i- i- it was would just be you know, uh like uh my sister and my mother was"
0,"ave to do? Well uh uh, just come on in, you know, be a good- be a good uh maybe baseball player or bas"
0,"he street, /wasn't it Frank?/ The whole /head/'ll [be laying] off /at the end of the street/. [/unintel"
0,u ever in a situation where you thought you might be killed or that you might die? Mm-hm. Uh when I wa
0,came in the room from another class about. She'd be about ten minutes before she come in the room and
0,m-hm.] [Mm-hm.] Well now you gonna take it and uh be talking or something and she'll come in and screa
0,"something else? No, um Well I- I- I- I did wanna be a- a doctor Mm-hm. when I was coming up. That's t"
0,really would. That's good. Now what did you wanna be actually when you were coming up? Did you ever ha
0,"ld start over again and, uh, what would you wanna be? If I could uh Start back in school over again [/a"
0,"know, line 'em up uh where the uh first stop will be, you know, and the second and the third and go on"
0,"ow, they'd come up erase the board, and they will be mad but they wouldn't say too much you know. Mm-h"
0,"oked up over the gifts and everything, they won't be too hungry anyway. Mm. Alright. Uh, if you could"
0,"day's work? Wu- What is your job, and what would be a typical day at work for you? Well see I drive t"
0,"up there for Christmas dinner, but they wouldn't be around to eat it- eat that night. Uh, Christmas E"
0,"didn't think about dying I just realized I could be hurt but uh, no I've never been in a situation wh"
0,". I mean I knew I was in situations where I could be killed, but I never thought about dying, that I'd"
0,"e like that. But how did you decide who was gonna be up first? Well whoever won the first choice. Oh,"
0,"team. Yeah, sure. You have any ideas who's gonna be the pennant winner in the American League? Ah we"
0,"killed, but I never thought about dying, that I'd be killed, no. Mm-hm. Sometimes people say that what"
0,"that would- taught most efficiently? Or would it be the same one? Well, /now the one that's-/ was the"
0,r in a situation where you thought that you might be killed or you might die? You thought you were in
0,"eptember. Oh. And as a uh counselor said I should be able to uh do the work, so what and so on, it did"
0,e she was and I didn't think that the kids should be in there just you know raising Cain and disruptin
0,"first person that was it, how /did they decide to be/- when you were just starting out for the [/day/?]"
0,"had a mother that always made her breasts- had to be s- you know a certain way and everything else, an"
0,g the kid didn't do or anything like that just to be grouchy? No one of her favorite statements used t
0,"of uh/ you know grumbling and she just seemed to be a dedicated teacher, and she helped her students"
0,"m-hm. I mean I'm not gonna go out here and try to be reckless to the point of trying fate, but I do be"
0,rouchy? No one of her favorite statements used to be I got mine you have yours to get and you can sit
0,A teacher. When I was in kindergarten I wanted to be a teacher. Mm-hm. I thought it was fascinating. M
0,"dministration. Mm-hm. Good. Um What did you wanna be when you were a kid, do you remember? A teacher."
0,"hat they took in Washington uh during the Winter, be Paul Casanova the best all around athlete. Mm-hm."
0,"w do you start? What goes on? I guess today would be kind of unusual as a day Well, the first thing yo"
0,"[Like] you know there'd be three or four, is- all be running different directions, and whoever you cat"
0,"e we would all try to you [know], [Mm-hm.] go and be with her. Mm. But since then, it's just another d"
0,"ounced/ it to write in if uh- Should his birthday be set aside for holiday. Mm. So, I said yes, I was"
0,'t help but a lot of things that I do believe can be avoided. In being careful. Yeah. I really do. So
0,"Now, what do- /Could you/ take one day, it could be any day of the week, and say what you do from the"
0,"legs], uh, like that. Oh. That's right. Well I'll be. So you know that was quite some time ago. [Cause"
0,"u ever in a situation where you thought you might be killed or you might die? Uh, no. I can't remember"
0,"e was a wonderful man. And I think that he should be honored among uh, this younger generation that's"
0,"over for Christmas/. I don't know if this should be on here or not, but you- you asked for it. Yeah ("
0,"the one was it. [I see.] [Like] you know there'd be three or four, is- all be running different direc"
0,member how you chose the person that was going to be it? The one that would hide his eyes? Well the wa
0,"? Especially since, coming up now, there seems to be a lot of tension building among cultural- Well I"
0,"] [Well you know Amy], and /Pauls/ is supposed to be well separate you know? Mm-hm. So she's sign- He'"
0,"ms at that time, and we uh, knowed better than to be rude to the teacher. See what I mean? Yeah. So we"
0,"ould do it all over again, what would you want to be or how would you change your life? Well, I always"
0,"um, Hide and Seek? How did you play it? Well, uh, be two or three whatever, and one would hide, count"
0,"like all of 'em, but I like- for my choice would be a cat. Oh, why a cat? I don't know. I just like '"
0,"y should. That's the way I feel about it. I would be very glad. Fact indeed, when they was uh, asking"
0,"was mean. Oh. Um, do you think that um, it would be b- uh, good, to go back to the old /kicking of th"
0,"any ideas on that? W- w- well, I guess that could be measured out in more than one thing. Mm-hm. His p"
0,ppen to confront- and uh be confronted with could be avoided. Mm-hm.
0,r in a situation where you thought you were gonna be killed or that you might die? Well I don't- I wou
0,was in a situation where I thought I was about to be killed except the kind of work that I /fall on/ t
0,A preacher? And how- what would you have to do to be a preacher? Well there's several things you have
0,everal things you have to do I- first you have to be a a good Christian Mm-hm. Well that's good to hea
0,did you-] one out so. Mm-hm. Did one kid have to be it? Did one kid have to chase the other or how di
0,your whole life over again what would you want to be? You ever think about that? A preacher. A preacher
0,. Mm-hm. Mm-hm. Do you think that's a good way to be for a teacher? I think so. Mm-hm. Good. You ever
0,"at that people uh huh, happen to confront- and uh be confronted with could be avoided. Mm-hm."
0,rch going man myself. /That's good/ Did you wanna be a preacher back when you- back when you were youn
0,to serve and depending on what your position will be Mm-hm. whether you be a- a pantryman or Mm. or as
0,her or how did that work? Well sometimes it would be several of us playing and Huh. t- called it tag.
0,on what your position will be Mm-hm. whether you be a- a pantryman or Mm. or assigned to different th
0,"ike if a person be nice to you, you should always be nice back to [them.] [Uh-huh.] Do you know what t"
0,"Learn not to scream and yell. Uh-huh. [Um-] [And] be patient. Mm-hm. That's good. Well uh, how long do"
0,onna go about doing that? I don't think I'm gonna be a doctor because you have to stay in college eigh
0,"ou are kidding. That is something. Boy, that must be a pretty smart dog. Which one was it? The German"
0,"e. What does it mean to be nice? Like if a person be nice to you, you should always be nice back to [t"
0,th- you've been first all the time then it should be fair for you to be kind to them and let them be f
0,"play a game, you have to um- you have to let them be first. Not all the time, but if th- you've been f"
0,d be fair for you to be kind to them and let them be first. Mm-hm. Well that sounds like a good thing
0,ng a teacher? What do you think you have to do to be a teacher? Learn not to scream and yell. You- you
0,om. And then the last person that have it have to be it. Oh. [Had to] get out. [/Now wait/] Have to ge
0,"age, you know, what would- what would she have to be like for you to be a friend of hers? Nice. What d"
0,d you learn from your first grade teacher? How to be kind to others? Oh yeah? How do you be kind to ot
0,o you be kind to others? Tell me all about how to be kind to other people. You have to- Like if anothe
